userId,movieId,rating,timestamp
1,1,4.0,964982703
1,3,4.0,964981247
1,6,4.0,964982224
1,47,5.0,964983815
1,50,5.0,964982931
1,70,3.0,964982400
1,110,4.0,964982176
1,163,5.0,964983650
1,223,3.0,964980985
1,231,5.0,964981179
1,235,4.0,964980908
1,260,5.0,964981680
1,296,3.0,964982967
1,316,3.0,964982310
1,333,5.0,964981179
1,349,4.0,964982563
1,356,4.0,964980962
1,367,4.0,964981710
1,457,5.0,964981909
1,480,4.0,964982346
1,500,3.0,964981208
1,527,5.0,964984002
1,552,4.0,964982653
1,553,5.0,964984153
1,590,4.0,964982546
1,592,4.0,964982271
1,593,4.0,964983793
1,596,5.0,964982838
1,608,5.0,964982931
1,648,3.0,964982563
1,673,3.0,964981775
1,733,4.0,964982400
1,736,3.0,964982653
1,780,3.0,964984086
1,919,5.0,964982475
1,923,5.0,964981529
1,1073,5.0,964981680
1,1080,5.0,964981327
1,1089,5.0,964982951
1,1090,4.0,964984018
1,1097,5.0,964981680
1,1127,4.0,964982513
1,1136,5.0,964981327
1,1196,5.0,964981827
1,1197,5.0,964981872
1,1198,5.0,964981827
1,1206,5.0,964983737
1,1208,4.0,964983250
1,1210,5.0,964980499
1,1213,5.0,964982951
1,1214,4.0,964981855
1,1219,2.0,964983393
1,1220,5.0,964981909
1,1222,5.0,964981909
1,1240,5.0,964983723
1,1258,3.0,964983414
1,1265,4.0,964983599
1,1270,5.0,964983705
1,1278,5.0,964983414
1,1282,5.0,964982703
1,1291,5.0,964981909
1,1377,3.0,964982653
1,1500,4.0,964980985
1,1517,5.0,964981107
1,1552,4.0,964982620
1,1573,5.0,964982290
1,1580,3.0,964981125
1,1617,5.0,964982951
1,1625,5.0,964983504
1,1676,3.0,964982620
1,1732,5.0,964981125
1,1777,4.0,964981230
1,1954,5.0,964982176
1,2000,4.0,964982211
1,2005,5.0,964981710
1,2012,4.0,964984176
1,2028,4.0,964981888
1,2054,4.0,964981747
1,2078,5.0,964982838
1,2105,4.0,964981725
1,2115,5.0,964982529
1,2174,4.0,964981680
1,2268,4.0,964982989
1,2291,5.0,964983664
1,2329,5.0,964983263
1,2353,5.0,964983861
1,2395,5.0,964981093
1,2406,4.0,964982310
1,2470,5.0,964982588
1,2502,5.0,964981278
1,2529,5.0,964982242
1,2542,5.0,964981265
1,2571,5.0,964981888
1,2617,2.0,964982588
1,2628,4.0,964980523
1,2640,4.0,964982377
1,2657,3.0,964983426
1,2692,5.0,964981855
1,2700,5.0,964980985
1,2716,5.0,964983414
1,2797,4.0,964981710
1,2858,5.0,964980868
1,2916,4.0,964982290
1,2947,5.0,964982176
1,2959,5.0,964983282
1,2985,4.0,964983034
1,2987,5.0,964982495
1,2997,4.0,964980896
1,3033,5.0,964983762
1,3052,5.0,964981208
1,3147,5.0,964983873
1,3253,5.0,964981107
1,3489,4.0,964981775
1,3527,4.0,964982271
1,3578,5.0,964980668
1,3671,5.0,964981589
1,3793,5.0,964981855
2,318,3.0,1445714835
2,333,4.0,1445715029
2,1704,4.5,1445715228
2,3578,4.0,1445714885
2,6874,4.0,1445714952
2,48516,4.0,1445715064
2,58559,4.5,1445715141
2,68157,4.5,1445715154
2,71535,3.0,1445714974
2,74458,4.0,1445714926
2,79132,4.0,1445714841
2,91529,3.5,1445714891
2,99114,3.5,1445714874
2,106782,5.0,1445714966
2,109487,3.0,1445715145
3,527,0.5,1306464275
3,1302,0.5,1306464189
3,2080,0.5,1306463572
3,2105,2.0,1306463559
3,2424,0.5,1306464293
3,3949,0.5,1306464245
4,21,3.0,986935199
4,32,2.0,945173447
4,47,2.0,945173425
4,235,2.0,945173513
4,260,5.0,945079259
4,296,1.0,945173350
4,357,3.0,964623306
4,368,4.0,945078690
4,457,5.0,945079259
4,509,1.0,945079106
4,539,1.0,964538832
4,553,2.0,945079301
4,588,4.0,945079670
4,593,5.0,964539986
4,595,3.0,986848609
4,608,5.0,964540008
4,648,3.0,945079906
4,708,4.0,986935230
4,904,4.0,945079837
4,908,5.0,945173902
4,910,5.0,945173989
4,912,5.0,945173902
4,919,5.0,945079521
4,1073,4.0,945079483
4,1079,2.0,945078946
4,1080,5.0,986934696
4,1136,5.0,986934625
4,1196,5.0,964538763
4,1197,5.0,964538763
4,1198,3.0,964538728
4,1199,2.0,945078967
4,1203,5.0,945174025
4,1213,4.0,945079729
4,1219,4.0,964539961
4,1225,4.0,964539326
4,1259,4.0,964538728
4,1265,4.0,964622684
4,1282,5.0,945079653
4,1288,4.0,945079653
4,1291,4.0,964538763
4,1304,3.0,945078467
4,1391,1.0,945173766
4,1466,4.0,945173492
4,1500,4.0,964622830
4,1517,4.0,945079790
4,1580,3.0,986935244
4,1617,2.0,945079837
4,1641,4.0,964622758
4,1704,1.0,945629015
4,1732,4.0,945079889
4,1923,3.0,986934870
4,1968,4.0,986934786
4,2078,5.0,945079521
4,2174,5.0,964539855
4,2324,1.0,964622590
4,2395,3.0,964623306
4,2406,4.0,986935302
4,2571,1.0,945173385
4,2599,5.0,964622684
4,2628,1.0,986848894
4,2683,4.0,945079790
4,2692,5.0,945079013
4,2712,2.0,945078542
4,2762,4.0,964539986
4,2791,5.0,964539628
4,2858,5.0,964539140
4,2959,2.0,945078528
4,2997,4.0,986848610
4,3033,4.0,986936200
4,3160,4.0,964539121
4,3175,1.0,964538930
4,3408,4.0,986849238
4,3481,2.0,964538243
4,3489,1.0,986848908
4,3897,4.0,986934465
4,3911,3.0,986849149
4,3996,4.0,986849130
4,4027,3.0,986849201
4,4034,5.0,986848753
4,4226,2.0,1007569424
4,4239,5.0,986848685
4,4246,4.0,1007574542
4,4308,1.0,1007569465
4,4896,4.0,1007574532
5,1,4.0,847434962
5,21,4.0,847435238
5,34,4.0,847434881
5,36,4.0,847435292
5,39,3.0,847434961
5,50,4.0,847434881
5,110,4.0,847434880
5,150,3.0,847434748
5,153,3.0,847434802
5,253,3.0,847435292
5,266,1.0,847435311
5,296,5.0,847434748
5,300,3.0,847435337
5,316,2.0,847434832
5,318,3.0,847434880
5,344,3.0,847434802
5,349,3.0,847434832
5,357,2.0,847435238
5,364,3.0,847434882
5,367,4.0,847435129
5,380,2.0,847434748
5,410,3.0,847435292
5,457,4.0,847434801
5,474,4.0,847435337
5,527,5.0,847434960
5,588,4.0,847434801
5,589,3.0,847435258
5,590,5.0,847434747
5,592,3.0,847434747
5,594,5.0,847435238
5,595,5.0,847434832
5,596,5.0,847435292
5,597,3.0,847434962
5,608,3.0,847435258
6,2,4.0,845553522
6,3,5.0,845554296
6,6,4.0,845553757
6,7,4.0,845554264
6,10,3.0,845553253
6,11,4.0,845553489
6,16,4.0,845553819
6,17,4.0,845553559
6,19,2.0,845553382
6,21,2.0,845553382
6,25,3.0,845553695
6,32,4.0,845553426
6,34,4.0,845553354
